brand,model,year,title_status,mileage,color,state,price
ford,mustang,2019,clean vehicle,29457.0,gray,virginia,21600
ford,edge,2016,clean vehicle,30765.0,no_color,wisconsin,18800
ford,mustang,2019,clean vehicle,29096.0,red,virginia,21500
ford,door,2016,clean vehicle,40437.0,no_color,new jersey,9000
ford,cutaway,2015,clean vehicle,69004.0,white,wisconsin,16700
ford,cutaway,2015,clean vehicle,65179.0,white,wisconsin,16800
ford,cutaway,2015,clean vehicle,75862.0,white,wisconsin,15700
ford,cutaway,2015,clean vehicle,68319.0,white,wisconsin,16800
ford,door,2015,clean vehicle,80354.0,gray,wisconsin,19500
ford,door,2015,clean vehicle,51441.0,black,wisconsin,20500
ford,cutaway,2015,clean vehicle,70954.0,white,wisconsin,17400
ford,door,2014,clean vehicle,92500.0,red,wisconsin,17500
ford,door,2014,clean vehicle,66367.0,silver,illinois,26000
ford,f-150,2019,clean vehicle,13884.0,white,kentucky,56700
ford,door,2013,clean vehicle,202565.0,no_color,wisconsin,5000
ford,f-150,2019,clean vehicle,26484.0,no_color,kentucky,40200
ford,door,2013,clean vehicle,703.0,red,illinois,54000
ford,max,2019,clean vehicle,18138.0,white,kentucky,65200
ford,srw,2017,clean vehicle,28007.0,white,minnesota,32500
ford,transit,2019,clean vehicle,11251.0,white,illinois,25500
ford,srw,2019,clean vehicle,11640.0,no_color,illinois,63000
ford,srw,2019,clean vehicle,10763.0,white,illinois,44000
ford,drw,2019,clean vehicle,9643.0,no_color,illinois,70000
ford,srw,2019,clean vehicle,33930.0,gray,kentucky,56200
ford,srw,2019,clean vehicle,26451.0,white,wisconsin,35000
ford,srw,2019,clean vehicle,21101.0,red,kentucky,57700
ford,drw,2019,clean vehicle,10536.0,no_color,illinois,74000
ford,srw,2019,clean vehicle,31744.0,white,kentucky,60200
ford,srw,2018,clean vehicle,18062.0,black,illinois,60000
ford,srw,2018,clean vehicle,17942.0,black,illinois,63000
ford,door,2014,clean vehicle,43646.0,black,wisconsin,22500
ford,energi,2014,clean vehicle,71989.0,gray,wisconsin,8300
ford,door,2012,clean vehicle,138328.0,white,wisconsin,8300
ford,door,2013,clean vehicle,95386.0,brown,wisconsin,21000
ford,fusion,2019,clean vehicle,23740.0,black,mississippi,19300
ford,fusion,2019,clean vehicle,36064.0,gray,alabama,16400
ford,f-150,2019,clean vehicle,18805.0,gray,mississippi,27300
ford,cab,2012,clean vehicle,151035.0,white,wisconsin,26400
ford,mustang,2019,clean vehicle,10099.0,red,mississippi,35100
ford,f-150,2018,clean vehicle,9800.0,black,new jersey,41500
ford,mustang,2019,clean vehicle,10483.0,white,mississippi,34100
ford,f-150,2019,clean vehicle,17544.0,no_color,california,28600
ford,mustang,2019,clean vehicle,10167.0,red,mississippi,34100
ford,ranger,2019,clean vehicle,11457.0,gray,california,28700
ford,edge,2019,clean vehicle,26590.0,no_color,california,24700
ford,expedition,2019,clean vehicle,35346.0,black,california,46500
ford,f-150,2019,clean vehicle,12953.0,black,california,29000
ford,edge,2019,clean vehicle,26693.0,silver,california,25500
ford,f-150,2019,clean vehicle,25071.0,yellow,california,39500
ford,f-150,2019,clean vehicle,33538.0,yellow,california,33100
ford,f-150,2019,clean vehicle,9915.0,gray,california,30500
ford,fiesta,2018,clean vehicle,1.0,silver,arizona,3600
ford,fusion,2019,clean vehicle,9910.0,red,california,16800
ford,f-150,2019,clean vehicle,16765.0,gray,texas,24000
ford,expedition,2019,clean vehicle,4970.0,gray,california,58500
ford,door,2017,clean vehicle,43964.0,black,texas,55000
ford,f-150,2019,clean vehicle,40785.0,silver,california,28800
ford,door,2015,clean vehicle,108998.0,white,new jersey,26800
ford,max,2018,clean vehicle,58576.0,gray,wisconsin,36000
ford,wagon,2018,clean vehicle,55475.0,white,wisconsin,20000
ford,drw,2019,clean vehicle,35929.0,black,alabama,46700
ford,srw,2019,clean vehicle,21669.0,silver,alabama,42800
ford,mustang,2018,clean vehicle,16079.0,no_color,california,21800
ford,mustang,2018,clean vehicle,41147.0,white,california,18800
ford,flex,2018,clean vehicle,45798.0,black,california,18800
ford,f-150,2018,clean vehicle,21703.0,red,california,30200
ford,explorer,2018,clean vehicle,22284.0,black,california,27500
ford,transit,2018,clean vehicle,24567.0,white,california,37500
ford,mustang,2018,clean vehicle,30594.0,silver,california,19100
ford,flex,2018,clean vehicle,52747.0,white,california,17100
ford,escape,2018,clean vehicle,21592.0,silver,florida,13500
ford,srw,2018,clean vehicle,19853.0,blue,california,54500
ford,fiesta,2018,clean vehicle,25201.0,gray,florida,9000
ford,f-150,2020,clean vehicle,10351.0,black,pennsylvania,16400
ford,fusion,2020,clean vehicle,1117.0,gray,pennsylvania,17000
ford,door,2017,clean vehicle,37279.0,gold,california,24800
ford,door,2017,clean vehicle,30113.0,red,california,26800
ford,door,2017,clean vehicle,27570.0,white,california,19400
ford,flex,2017,clean vehicle,45188.0,silver,california,20000
ford,door,2012,clean vehicle,149712.0,silver,texas,7000
ford,explorer,2017,clean vehicle,25030.0,gold,california,25100
ford,door,2013,salvage insurance,105743.0,gray,oklahoma,2000
ford,fusion,2020,clean vehicle,9861.0,black,pennsylvania,18200
ford,fusion,2018,clean vehicle,1751.0,red,illinois,14200
ford,door,2017,clean vehicle,30629.0,red,california,56500
ford,door,2016,salvage insurance,52883.0,gray,oklahoma,2000
ford,van,2020,clean vehicle,122.0,white,pennsylvania,26500
ford,srw,2019,clean vehicle,28534.0,white,florida,34300
ford,f-150,2017,clean vehicle,80699.0,black,california,43500
ford,door,2016,salvage insurance,72851.0,white,oklahoma,3500
ford,srw,2019,clean vehicle,24078.0,white,florida,37200
ford,door,2017,clean vehicle,38639.0,orange,california,12800
ford,door,2013,salvage insurance,146807.0,silver,texas,15000
ford,door,2017,clean vehicle,31871.0,silver,california,12500
ford,f-150,2017,clean vehicle,76876.0,gray,california,21500
ford,fusion,2019,clean vehicle,28070.0,white,north carolina,17300
ford,explorer,2017,clean vehicle,3189.0,silver,california,27000
ford,el,2017,clean vehicle,28359.0,white,florida,31800
ford,door,2017,clean vehicle,42890.0,gray,california,13000
ford,el,2017,clean vehicle,29328.0,silver,florida,31800
ford,door,2016,clean vehicle,47531.0,black,california,46300
ford,door,2015,clean vehicle,57345.0,gray,missouri,6000
ford,door,2016,clean vehicle,67546.0,silver,california,22800
ford,expedition,2019,clean vehicle,18153.0,white,pennsylvania,45000
ford,expedition,2019,clean vehicle,17689.0,black,pennsylvania,49500
ford,van,2012,clean vehicle,137171.0,white,missouri,3000
ford,door,2015,clean vehicle,63445.0,gray,california,20000
ford,edge,2019,clean vehicle,26422.0,black,pennsylvania,25300
ford,door,2015,salvage insurance,149319.0,white,south carolina,4000
ford,expedition,2019,clean vehicle,18767.0,gray,pennsylvania,45500
ford,fiesta,2018,clean vehicle,38289.0,silver,minnesota,9100
ford,expedition,2019,clean vehicle,22960.0,black,pennsylvania,48000
ford,max,2019,clean vehicle,17263.0,blue,pennsylvania,47000
ford,expedition,2019,clean vehicle,16981.0,black,pennsylvania,49500
ford,wagon,2019,clean vehicle,13058.0,black,pennsylvania,31200
ford,door,2014,clean vehicle,45887.0,white,california,18500
ford,escape,2019,clean vehicle,21740.0,silver,pennsylvania,15500
ford,wagon,2019,clean vehicle,17707.0,black,pennsylvania,30500
ford,max,2019,clean vehicle,19121.0,silver,pennsylvania,45500
ford,wagon,2019,clean vehicle,18856.0,black,pennsylvania,31500
ford,door,2013,clean vehicle,84752.0,white,new jersey,11000
ford,max,2019,clean vehicle,19555.0,white,pennsylvania,46500
ford,wagon,2019,clean vehicle,16340.0,black,pennsylvania,31500
ford,f-150,2018,clean vehicle,17242.0,white,ohio,32000
ford,edge,2019,clean vehicle,28733.0,black,pennsylvania,23900
ford,wagon,2019,clean vehicle,16019.0,black,pennsylvania,31500
ford,taurus,2016,clean vehicle,75580.0,black,ohio,18500
ford,door,2013,salvage insurance,113444.0,white,georgia,1500
ford,max,2019,clean vehicle,19227.0,white,pennsylvania,46000
ford,wagon,2019,clean vehicle,13633.0,black,pennsylvania,31500
ford,van,2015,clean vehicle,37739.0,white,new jersey,14700
ford,door,2013,salvage insurance,103541.0,green,michigan,2700
ford,expedition,2019,clean vehicle,24072.0,blue,pennsylvania,47500
ford,wagon,2019,clean vehicle,17657.0,black,pennsylvania,31500
ford,door,2014,clean vehicle,77392.0,red,new jersey,8900
ford,door,2019,salvage insurance,11930.0,white,michigan,7000
ford,expedition,2019,clean vehicle,19731.0,red,pennsylvania,49000
ford,wagon,2019,clean vehicle,15581.0,black,pennsylvania,31500
ford,door,2014,clean vehicle,70181.0,black,new jersey,8900
ford,max,2019,clean vehicle,16143.0,black,pennsylvania,48000
ford,max,2019,clean vehicle,17995.0,black,pennsylvania,50000
ford,max,2019,clean vehicle,23926.0,black,pennsylvania,47300
ford,f-150,2017,clean vehicle,57929.0,black,louisiana,45000
ford,max,2019,clean vehicle,20758.0,silver,pennsylvania,49000
ford,f-150,2019,clean vehicle,10028.0,gray,texas,40200
ford,max,2019,clean vehicle,21051.0,black,pennsylvania,48000
ford,door,2015,clean vehicle,136307.0,silver,louisiana,5000
ford,bus,2013,clean vehicle,105880.0,silver,new jersey,8200
ford,max,2019,clean vehicle,19985.0,white,pennsylvania,49000
ford,door,2015,clean vehicle,102590.0,gray,louisiana,4000
ford,expedition,2019,clean vehicle,27612.0,silver,pennsylvania,39000
ford,door,2015,clean vehicle,90855.0,white,louisiana,29000
ford,max,2019,clean vehicle,19936.0,silver,pennsylvania,46500
ford,door,2015,clean vehicle,64495.0,gray,louisiana,7805
ford,mustang,2018,clean vehicle,39477.0,gray,texas,22000
ford,max,2019,clean vehicle,25698.0,black,pennsylvania,18800
ford,door,2015,clean vehicle,73849.0,blue,louisiana,33000
ford,expedition,2019,clean vehicle,25422.0,black,pennsylvania,39500
ford,door,2015,clean vehicle,47866.0,black,louisiana,16900
ford,max,2019,clean vehicle,31236.0,white,pennsylvania,42500
ford,expedition,2019,clean vehicle,26755.0,gray,pennsylvania,39500
ford,f-150,2018,clean vehicle,49177.0,blue,illinois,25500
ford,max,2019,clean vehicle,20749.0,white,pennsylvania,49500
ford,f-150,2018,clean vehicle,15003.0,white,illinois,25000
ford,f-150,2019,clean vehicle,12247.0,black,pennsylvania,40000
ford,f-150,2018,clean vehicle,1.0,black,illinois,26000
ford,f-150,2019,clean vehicle,10808.0,silver,pennsylvania,29500
ford,f-150,2019,clean vehicle,11263.0,white,oklahoma,23000
ford,f-150,2018,clean vehicle,42307.0,black,illinois,25500
ford,f-150,2019,clean vehicle,17484.0,gray,pennsylvania,44500
ford,escape,2019,clean vehicle,37106.0,blue,missouri,15600
ford,f-150,2019,clean vehicle,9539.0,white,oklahoma,23100
ford,f-150,2019,clean vehicle,2384.0,gray,pennsylvania,37000
ford,fusion,2019,clean vehicle,20590.0,gray,missouri,14500
ford,f-150,2019,clean vehicle,13896.0,white,oklahoma,23000
ford,f-150,2019,clean vehicle,9451.0,gray,pennsylvania,26500
ford,fusion,2017,clean vehicle,31657.0,red,missouri,18000
ford,expedition,2019,clean vehicle,33907.0,brown,oklahoma,35700
ford,f-150,2019,clean vehicle,10028.0,black,pennsylvania,31000
ford,door,2013,clean vehicle,175640.0,no_color,missouri,2000
ford,max,2019,clean vehicle,30770.0,white,oklahoma,40400
ford,f-150,2019,clean vehicle,15141.0,black,pennsylvania,43600
ford,f-150,2019,clean vehicle,18431.0,white,oklahoma,22600
ford,f-150,2019,clean vehicle,9604.0,white,pennsylvania,26000
ford,f-150,2019,clean vehicle,9516.0,white,oklahoma,23200
ford,f-150,2019,clean vehicle,9718.0,silver,pennsylvania,29000
ford,f-150,2019,clean vehicle,16506.0,white,oklahoma,22800
ford,door,2015,salvage insurance,192108.0,white,oregon,3450
ford,f-150,2019,clean vehicle,11028.0,white,pennsylvania,31000
ford,f-150,2019,clean vehicle,11313.0,white,oklahoma,22900
ford,door,2014,salvage insurance,141595.0,red,oregon,3000
ford,f-150,2019,clean vehicle,12886.0,silver,pennsylvania,28000
ford,f-150,2019,clean vehicle,9556.0,white,oklahoma,23200
ford,f-150,2019,clean vehicle,13269.0,blue,pennsylvania,27000
ford,f-150,2019,clean vehicle,16770.0,white,oklahoma,22800
ford,f-150,2019,clean vehicle,13526.0,red,pennsylvania,31500
ford,transit,2019,clean vehicle,16391.0,white,oklahoma,23400
ford,f-150,2019,clean vehicle,11437.0,white,pennsylvania,28000
ford,transit,2019,clean vehicle,17964.0,white,oklahoma,23400
ford,f-150,2018,clean vehicle,5440.0,blue,texas,28000
ford,f-150,2019,clean vehicle,13035.0,white,pennsylvania,24900
ford,transit,2019,clean vehicle,15759.0,white,oklahoma,23500
ford,f-150,2018,clean vehicle,30002.0,gray,texas,36000
ford,f-150,2019,clean vehicle,13673.0,white,pennsylvania,28700
ford,fusion,2018,clean vehicle,24480.0,silver,oregon,16000
ford,f-150,2019,clean vehicle,13230.0,white,pennsylvania,31000
ford,f-150,2017,clean vehicle,137789.0,white,oregon,16500
ford,f-150,2019,clean vehicle,13516.0,white,pennsylvania,28500
ford,escape,2017,clean vehicle,81660.0,black,oregon,10800
ford,f-150,2019,clean vehicle,11763.0,white,pennsylvania,28500
ford,explorer,2017,clean vehicle,34165.0,gold,oregon,25000
ford,f-150,2019,clean vehicle,13458.0,white,pennsylvania,31000
ford,door,2016,clean vehicle,104867.0,black,oregon,7800
ford,f-150,2019,clean vehicle,14004.0,white,pennsylvania,28500
ford,door,2016,clean vehicle,69829.0,silver,oregon,9500
ford,f-150,2019,clean vehicle,13405.0,silver,pennsylvania,28500
ford,door,2016,clean vehicle,96151.0,black,oregon,14500
ford,f-150,2019,clean vehicle,12688.0,black,pennsylvania,25000
ford,door,2016,clean vehicle,116519.0,white,oregon,14500
ford,f-150,2019,clean vehicle,12260.0,white,pennsylvania,28500
ford,door,2016,clean vehicle,29367.0,silver,oregon,12100
ford,f-150,2019,clean vehicle,18982.0,white,pennsylvania,29400
ford,f-150,2019,clean vehicle,23795.0,silver,california,24700
ford,door,2016,clean vehicle,76572.0,gray,oregon,8700
ford,f-150,2019,clean vehicle,15964.0,white,pennsylvania,29500
ford,f-150,2019,clean vehicle,28117.0,silver,california,25800
ford,door,2016,clean vehicle,116730.0,blue,oregon,17500
ford,f-150,2019,clean vehicle,21055.0,brown,pennsylvania,23900
ford,f-150,2019,clean vehicle,27794.0,black,california,22900
ford,edge,2016,clean vehicle,56995.0,black,oregon,19500
ford,f-150,2019,clean vehicle,16625.0,gray,pennsylvania,29500
ford,f-150,2019,clean vehicle,27689.0,gray,california,24500
ford,door,2016,clean vehicle,39851.0,black,oregon,11000
ford,f-150,2019,clean vehicle,31727.0,black,pennsylvania,22400
ford,escape,2019,clean vehicle,31586.0,gray,california,15700
ford,door,2015,clean vehicle,33717.0,black,oregon,11000
ford,f-150,2019,clean vehicle,18418.0,black,pennsylvania,28000
ford,fusion,2019,clean vehicle,39013.0,black,california,13500
ford,f-150,2013,clean vehicle,125451.0,white,oregon,7300
ford,f-150,2019,clean vehicle,21346.0,black,pennsylvania,25100
ford,transit,2019,clean vehicle,21150.0,white,california,24100
ford,f-150,2014,clean vehicle,103862.0,white,oregon,6500
ford,f-150,2019,clean vehicle,22001.0,red,pennsylvania,10500
ford,fusion,2019,clean vehicle,31261.0,gray,california,16900
ford,door,2013,clean vehicle,140870.0,white,oregon,6000
ford,f-150,2019,clean vehicle,14358.0,white,pennsylvania,28500
ford,fusion,2019,clean vehicle,41672.0,silver,california,16200
ford,f-150,2013,clean vehicle,95655.0,white,oregon,6500
ford,flex,2019,clean vehicle,19493.0,gray,pennsylvania,24500
ford,fusion,2019,clean vehicle,36956.0,black,california,16500
ford,door,2017,clean vehicle,23223.0,gold,texas,56500
ford,fusion,2019,clean vehicle,13085.0,gray,pennsylvania,10400
ford,explorer,2018,clean vehicle,36124.0,silver,oklahoma,22800
ford,flex,2019,clean vehicle,19147.0,white,pennsylvania,26500
ford,flex,2019,clean vehicle,24993.0,red,pennsylvania,23800
ford,f-150,2018,clean vehicle,41127.0,white,oklahoma,24700
ford,fusion,2019,clean vehicle,32365.0,black,pennsylvania,12400
ford,fusion,2019,clean vehicle,27774.0,white,pennsylvania,16600
ford,door,2015,clean vehicle,105027.0,blue,oklahoma,11200
ford,fusion,2019,clean vehicle,27806.0,silver,pennsylvania,15900
ford,door,2015,clean vehicle,54198.0,blue,oklahoma,7700
ford,fusion,2019,clean vehicle,30181.0,white,pennsylvania,15100
ford,door,2013,clean vehicle,82670.0,black,oklahoma,7200
ford,fusion,2019,clean vehicle,36305.0,gold,pennsylvania,15600
ford,srw,2019,clean vehicle,10475.0,white,oklahoma,39700
ford,fusion,2019,clean vehicle,34734.0,gray,pennsylvania,16000
ford,door,2012,clean vehicle,186713.0,black,oklahoma,7500
ford,srw,2017,clean vehicle,132150.0,white,oregon,15500
ford,taurus,2019,clean vehicle,12928.0,gray,pennsylvania,19000
ford,door,2015,clean vehicle,116539.0,silver,oklahoma,5500
ford,drw,2018,clean vehicle,59549.0,white,oklahoma,38700
ford,taurus,2019,clean vehicle,12174.0,red,pennsylvania,21000
ford,door,2016,clean vehicle,96129.0,white,oklahoma,28500
ford,drw,2018,clean vehicle,89809.0,white,oklahoma,37200
ford,taurus,2019,clean vehicle,18202.0,white,pennsylvania,18500
ford,door,2015,clean vehicle,128505.0,white,oklahoma,15000
ford,drw,2017,clean vehicle,43527.0,white,oklahoma,37700
ford,transit,2019,clean vehicle,15792.0,white,pennsylvania,22200
ford,f-150,2019,clean vehicle,9278.0,white,georgia,39950
ford,drw,2017,clean vehicle,41925.0,white,oklahoma,37600
ford,taurus,2019,clean vehicle,16924.0,white,pennsylvania,18500
ford,door,2013,clean vehicle,119869.0,silver,florida,10000
ford,taurus,2019,clean vehicle,17260.0,silver,pennsylvania,20500
ford,door,2013,clean vehicle,89490.0,white,florida,5700
ford,transit,2019,clean vehicle,40772.0,white,pennsylvania,21000
ford,transit,2019,clean vehicle,25623.0,white,pennsylvania,22500
ford,f-150,2019,clean vehicle,11669.0,white,colorado,29000
ford,door,2013,clean vehicle,138524.0,black,florida,13200
ford,transit,2019,clean vehicle,13644.0,white,pennsylvania,25500
ford,door,2016,clean vehicle,147935.0,white,texas,25700
ford,doors,2015,clean vehicle,44456.0,charcoal,new york,18900
ford,wagon,2019,clean vehicle,20357.0,black,pennsylvania,31500
ford,door,2017,clean vehicle,66366.0,black,florida,45500
ford,door,2017,clean vehicle,43532.0,gray,pennsylvania,11000
ford,doors,2015,clean vehicle,45218.0,gray,new york,18288
ford,door,2017,clean vehicle,85688.0,white,florida,20000
ford,door,2016,clean vehicle,58902.0,white,pennsylvania,36600
ford,doors,2015,clean vehicle,59869.0,silver,pennsylvania,18299
ford,escape,2017,clean vehicle,35021.0,silver,colorado,10000
ford,door,2012,clean vehicle,100264.0,silver,pennsylvania,4100
ford,door,2015,clean vehicle,157057.0,off-white,texas,30995
ford,door,2012,salvage insurance,181316.0,black,minnesota,1750
ford,wagon,2019,clean vehicle,23222.0,black,pennsylvania,31500
ford,door,2016,clean vehicle,87686.0,white,colorado,13500
ford,door,2014,clean vehicle,162918.0,blue,texas,7500
ford,door,2017,salvage insurance,0.0,black,california,650
ford,wagon,2019,clean vehicle,32526.0,white,pennsylvania,22800
ford,door,2016,clean vehicle,69402.0,white,colorado,11300
ford,door,2014,clean vehicle,76336.0,white,texas,32700
ford,door,2012,salvage insurance,163334.0,white,virginia,1350
ford,wagon,2019,clean vehicle,47628.0,white,pennsylvania,21900
ford,door,2014,clean vehicle,135283.0,orange,texas,11700
ford,door,2014,salvage insurance,147903.0,white,georgia,6500
ford,door,2014,clean vehicle,74181.0,black,colorado,9800
ford,door,2014,clean vehicle,77386.0,white,texas,11000
ford,door,2014,salvage insurance,123349.0,red,georgia,1150
ford,cutaway,2013,clean vehicle,136661.0,white,colorado,13000
ford,door,2013,clean vehicle,109600.0,silver,texas,5500
ford,door,2014,salvage insurance,125369.0,black,massachusetts,6000
ford,door,2013,clean vehicle,122861.0,blue,texas,11200
ford,door,2016,salvage insurance,110826.0,gray,massachusetts,5000
ford,f-150,2019,clean vehicle,12198.0,white,missouri,23400
ford,door,2019,salvage insurance,45512.0,red,massachusetts,13500
ford,f-150,2019,clean vehicle,15656.0,white,missouri,22900
ford,fusion,2020,clean vehicle,23984.0,silver,virginia,20000
ford,f-150,2019,clean vehicle,15821.0,white,missouri,22900
ford,mustang,2020,clean vehicle,12748.0,red,virginia,27000
ford,expedition,2019,clean vehicle,9865.0,blue,oklahoma,54500
ford,fusion,2020,clean vehicle,17858.0,black,virginia,20600
ford,f-150,2019,clean vehicle,6711.0,white,missouri,23500
ford,expedition,2019,clean vehicle,14939.0,blue,oklahoma,53000
ford,transit,2019,clean vehicle,15820.0,white,missouri,23600
ford,wagon,2019,clean vehicle,6140.0,silver,oklahoma,33500
ford,edge,2019,clean vehicle,25552.0,gray,virginia,24400
ford,focus,2016,clean vehicle,54984.0,black,west virginia,13000
ford,max,2019,clean vehicle,24783.0,black,virginia,48400
ford,door,2014,clean vehicle,148442.0,silver,west virginia,26500
ford,max,2019,clean vehicle,34191.0,white,virginia,46200
ford,door,2013,clean vehicle,82072.0,silver,west virginia,9300
ford,door,2012,clean vehicle,104559.0,white,west virginia,13500
ford,edge,2019,clean vehicle,13265.0,silver,virginia,27600
ford,door,2013,clean vehicle,133314.0,red,west virginia,7400
ford,edge,2019,clean vehicle,22458.0,gray,virginia,26500
ford,door,2013,clean vehicle,70106.0,white,west virginia,26000
ford,edge,2019,clean vehicle,23712.0,black,virginia,24500
ford,door,2012,clean vehicle,101848.0,red,west virginia,2100
ford,ecosport,2019,clean vehicle,14994.0,black,virginia,16700
ford,edge,2015,clean vehicle,59726.0,gray,missouri,17500
ford,escape,2019,clean vehicle,16448.0,gray,virginia,17000
ford,door,2015,clean vehicle,28801.0,black,oklahoma,22500
ford,f-150,2019,clean vehicle,28938.0,gray,michigan,34500
ford,ecosport,2019,clean vehicle,19022.0,black,virginia,16600
ford,door,2014,clean vehicle,93832.0,silver,missouri,7500
ford,f-150,2019,clean vehicle,25046.0,white,michigan,34500
ford,edge,2019,clean vehicle,22318.0,black,virginia,25000
ford,f-150,2019,clean vehicle,17301.0,gray,michigan,36000
ford,edge,2019,clean vehicle,27413.0,gray,virginia,23700
ford,explorer,2019,clean vehicle,39733.0,silver,michigan,28600
ford,door,2013,clean vehicle,74195.0,brown,oklahoma,23500
ford,explorer,2019,clean vehicle,44383.0,silver,michigan,25300
ford,flex,2019,clean vehicle,19151.0,white,virginia,24900
ford,f-750,2012,clean vehicle,188394.0,white,missouri,20300
ford,fusion,2020,clean vehicle,2452.0,gray,michigan,23400
ford,fusion,2019,clean vehicle,36252.0,silver,virginia,14600
ford,f-150,2019,clean vehicle,27136.0,silver,virginia,25500
ford,fusion,2019,clean vehicle,35951.0,white,virginia,14700
ford,f-150,2019,clean vehicle,35221.0,white,virginia,33700
ford,f-150,2019,clean vehicle,33808.0,gray,virginia,33400
ford,f-150,2019,clean vehicle,32022.0,black,michigan,34000
ford,fusion,2019,clean vehicle,34173.0,white,virginia,17500
ford,fusion,2019,clean vehicle,24272.0,white,michigan,14100
ford,f-150,2019,clean vehicle,19055.0,black,virginia,30000
ford,fusion,2019,clean vehicle,34822.0,red,michigan,16500
ford,f-150,2019,clean vehicle,15422.0,gray,virginia,30600
ford,ecosport,2019,clean vehicle,24765.0,silver,nevada,12800
ford,wagon,2019,clean vehicle,23019.0,white,virginia,26000
ford,max,2019,clean vehicle,38243.0,black,texas,46000
ford,ranger,2019,clean vehicle,16509.0,white,virginia,28500
ford,edge,2019,clean vehicle,18762.0,silver,nevada,24300
ford,explorer,2019,clean vehicle,28854.0,no_color,texas,29000
ford,escape,2019,clean vehicle,17392.0,black,nevada,15300
ford,mustang,2019,clean vehicle,13558.0,white,new mexico,27900
ford,edge,2019,clean vehicle,27082.0,black,nevada,24700
ford,escape,2019,clean vehicle,17510.0,black,texas,14400
ford,ecosport,2019,clean vehicle,24662.0,white,nevada,15000
ford,door,2014,clean vehicle,96076.0,black,florida,17200
ford,ecosport,2019,clean vehicle,22858.0,white,nevada,12800
ford,explorer,2020,clean vehicle,740.0,gray,virginia,46900
ford,door,2013,clean vehicle,110748.0,gray,florida,2800
ford,escape,2019,clean vehicle,25090.0,black,nevada,16200
ford,escape,2020,clean vehicle,7.0,black,virginia,25200
ford,max,2019,clean vehicle,34277.0,silver,nevada,34800
ford,srw,2019,clean vehicle,34527.0,white,texas,52000
ford,door,2017,clean vehicle,99923.0,white,texas,26000
ford,expedition,2019,clean vehicle,39170.0,white,nevada,40600
ford,srw,2019,clean vehicle,16569.0,no_color,texas,55000
ford,door,2015,clean vehicle,80612.0,black,texas,5000
ford,max,2019,clean vehicle,36616.0,black,nevada,36400
ford,door,2015,clean vehicle,92165.0,white,texas,7500
ford,escape,2019,clean vehicle,44778.0,silver,nevada,14700
ford,explorer,2020,clean vehicle,2089.0,no_color,south carolina,43900
ford,door,2013,clean vehicle,91652.0,red,texas,6400
ford,expedition,2019,clean vehicle,35801.0,silver,nevada,41100
ford,door,2013,clean vehicle,88781.0,white,texas,23000
ford,escape,2019,clean vehicle,36978.0,blue,nevada,13900
ford,door,2012,clean vehicle,189776.0,white,texas,19000
ford,max,2019,clean vehicle,35233.0,white,nevada,34800
ford,door,2012,clean vehicle,151641.0,white,texas,22000
ford,escape,2019,clean vehicle,37044.0,white,nevada,16300
ford,escape,2019,clean vehicle,15835.0,green,virginia,18800
ford,cab,2012,clean vehicle,201187.0,white,texas,13000
ford,max,2019,clean vehicle,41928.0,black,nevada,40900
ford,expedition,2019,clean vehicle,37059.0,gray,virginia,47000
ford,door,2017,clean vehicle,33763.0,red,wisconsin,12800
ford,explorer,2019,clean vehicle,29850.0,gray,nevada,25500
ford,escape,2019,clean vehicle,26675.0,black,virginia,17800
ford,f-150,2019,clean vehicle,17828.0,black,nevada,25700
ford,escape,2019,clean vehicle,29632.0,white,virginia,17200
ford,srw,2019,clean vehicle,11544.0,white,new jersey,35000
ford,f-150,2019,clean vehicle,21976.0,white,nevada,28800
ford,max,2019,clean vehicle,43617.0,black,tennessee,39200
ford,escape,2019,clean vehicle,49254.0,gray,pennsylvania,13600
ford,f-150,2019,clean vehicle,51589.0,black,nevada,24200
ford,max,2019,clean vehicle,41399.0,gray,virginia,46900
ford,f-150,2019,clean vehicle,11734.0,gray,pennsylvania,26500
ford,explorer,2019,clean vehicle,41628.0,silver,nevada,24700
ford,focus,2017,clean vehicle,15075.0,gray,new jersey,12600
ford,f-150,2019,clean vehicle,26591.0,red,nevada,31800
ford,f-150,2019,clean vehicle,22906.0,white,nevada,24500
ford,f-150,2019,clean vehicle,33462.0,white,virginia,26000
ford,f-150,2017,clean vehicle,32747.0,gray,pennsylvania,21000
ford,f-150,2019,clean vehicle,33717.0,white,nevada,22500
ford,door,2017,clean vehicle,85218.0,black,pennsylvania,7700
ford,f-150,2019,clean vehicle,23512.0,red,nevada,23100
ford,door,2017,clean vehicle,57853.0,white,pennsylvania,9200
ford,mustang,2019,clean vehicle,33324.0,gray,nevada,19600
ford,door,2016,clean vehicle,23803.0,black,pennsylvania,11700
ford,mustang,2019,clean vehicle,31260.0,blue,nevada,27300
ford,edge,2016,clean vehicle,69428.0,white,pennsylvania,14300
ford,transit,2019,clean vehicle,15755.0,white,nevada,23600
ford,door,2016,clean vehicle,90946.0,gray,pennsylvania,6200
ford,wagon,2019,clean vehicle,51370.0,white,nevada,22400
ford,door,2016,clean vehicle,99941.0,black,pennsylvania,5700
ford,transit,2019,clean vehicle,15456.0,white,nevada,23600
ford,door,2016,clean vehicle,141603.0,gray,pennsylvania,4600
